"订单编号","标题","价格","购买数量","外部系统编号","商品属性","套餐信息","备注","订单状态","商家编码"
="81373382371897044","gracelandfruit蓝莓果干141gx2包零食烘焙蓝莓干美国进口*","128.00","2","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="83085783482290180","gracelandfruit美国进口整粒蔓越莓果干1kg蓝莓141g两包组合*","99.00","4","null","组合套餐：(整粒蔓越莓1kg)*1+(g蓝莓干141.7g)*1","null","null","交易成功","null"
="76546953273276727","gracelandfruit美国进口蓝莓果干141.7克*3包组合果干*","60.00","2","null","组合套餐：(蓝莓干141.7克)*3","null","null","交易成功","null"
="76589964984006410","gracelandfruit美国进口蓝莓干整粒蔓越莓干四包组合734g","78.00","1","null","组合套餐：(整粒蔓越莓226克)*2+(蓝莓干141克)*2","null","null","交易成功","null"
="81309933795017549","gracelandfruit美国进口樱桃果干零食141.7gx2包烘焙樱桃干","158.00","1","P01793","组合套餐：graceland fruit","null","null","交易成功","P01793"
="81348882610017549","gracelandfruit美国进口蓝莓果干141.7克*3包组合果干*","60.00","1","null","组合套餐：(蓝莓干141.7克)*3","null","null","交易成功","null"
="81296689786794047","gracelandfruit蓝莓果干141gx2包零食烘焙蓝莓干美国进口*","128.00","1","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="81224084483307344","gracelandfruit美国进口蓝莓干蔓越莓切片樱桃果干3包组合508g","69.00","1","null","组合套餐：3包组合","null","null","交易成功","null"
="81293023783811962","gracelandfruit美国进口蓝莓果干141.7克*3包组合果干*","60.00","1","null","组合套餐：(蓝莓干141.7克)*3","null","null","交易成功","null"
="83012651457072494","gracelandfruit美国进口蓝莓干蔓越莓切片樱桃果干3包组合508g","69.00","1","null","组合套餐：3包组合","null","null","交易成功","null"
="83003965731277070","gracelandfruit美国进口整粒蔓越莓果干226gx2包零食烘焙*","118.00","2","null","组合套餐：整粒蔓越莓*2","null","null","交易成功","null"
="82986665225573394","gracelandfruit美国进口整粒蔓越莓果干226gx2包零食烘焙*","118.00","1","null","组合套餐：整粒蔓越莓*2","null","null","交易成功","null"
="82999600932622397","gracelandfruit美国进口蓝莓干蔓越莓切片樱桃果干3包组合508g","69.00","1","null","组合套餐：3包组合","null","null","交易成功","null"
="82958551413009870","gracelandfruit美国进口蓝莓干蔓越莓切片樱桃果干3包组合508g","69.00","1","null","组合套餐：3包组合","null","null","交易成功","null"
="76574903210034920","gracelandfruit美国进口蓝莓果干1kg 大包健康休闲零食","378.00","1","P01808","食品口味：蓝莓果干1kg /包","null","null","交易成功","P01808"
="76421433794684006","gracelandfruit美国进口整粒蔓越莓果干1kg蓝莓141g两包组合*","99.00","1","null","组合套餐：(整粒蔓越莓1kg)*1+(g蓝莓干141.7g)*1","null","null","交易成功","null"
="76463600648963220","gracelandfruit美国进口蓝莓果干141.7克*3包组合果干*","60.00","1","null","组合套餐：(蓝莓干141.7克)*3","null","null","交易成功","null"
="81216358199862161","gracelandfruit美国进口蓝莓果干141.7克*3包组合果干*","60.00","1","null","组合套餐：(蓝莓干141.7克)*3","null","null","交易成功","null"
="81191719971179451","gracelandfruit美国进口蓝莓干蔓越莓切片樱桃果干3包组合508g","69.00","2","null","组合套餐：3包组合","null","null","交易成功","null"
="82892301333565176","gracelandfruit美国进口蓝莓果干141.7克*3包组合果干*","60.00","1","null","组合套餐：(蓝莓干141.7克)*3","null","null","交易成功","null"
="76510307656120005","gracelandfruit美国进口蓝莓干蔓越莓切片樱桃果干3包组合508g","69.00","1","null","组合套餐：3包组合","null","null","交易成功","null"
="76502495367016120","gracelandfruit美国进口整粒蔓越莓干226.8克x3包组合零食烘焙","60.00","1","null","组合套餐：(整粒蔓越莓果干226克)*3","null","null","交易成功","null"
="76474467344141616","gracelandfruit美国进口蓝莓果干141.7克*3包组合果干*","60.00","3","null","组合套餐：(蓝莓干141.7克)*3","null","null","交易成功","null"
="76420146304141616","gracelandfruit美国进口蓝莓干蔓越莓切片樱桃果干3包组合508g","69.00","1","null","组合套餐：3包组合","null","null","交易成功","null"
="81138266974263562","gracelandfruit美国进口整粒蔓越莓果干1kg蓝莓141g两包组合*","99.00","1","null","组合套餐：(整粒蔓越莓1kg)*1+(g蓝莓干141.7g)*1","null","null","交易成功","null"
="82828411941106796","gracelandfruit美国进口蓝莓干整粒蔓越莓干四包组合734g","78.00","1","null","组合套餐：(整粒蔓越莓226克)*2+(蓝莓干141克)*2","null","null","交易成功","null"
="76367672136487723","gracelandfruit美国进口蓝莓果干141.7克*3包组合果干*","60.00","1","null","组合套餐：(蓝莓干141.7克)*3","null","null","交易成功","null"
="76355408159661523","gracelandfruit美国进口蓝莓果干141.7克*3包组合果干*","60.00","2","null","组合套餐：(蓝莓干141.7克)*3","null","null","交易成功","null"
="81087473465296965","gracelandfruit蓝莓果干141gx2包零食烘焙蓝莓干美国进口*","128.00","1","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="76377890345924628","gracelandfruit美国进口蓝莓干整粒蔓越莓干四包组合734g","78.00","1","null","组合套餐：(整粒蔓越莓226克)*2+(蓝莓干141克)*2","null","null","交易成功","null"
="76343564138092022","gracelandfruit美国进口蓝莓果干141.7克*3包组合果干*","60.00","1","null","组合套餐：(蓝莓干141.7克)*3","null","null","交易成功","null"
="82768769137899595","gracelandfruit美国进口整粒蔓越莓干226.8克x3包组合零食烘焙","60.00","1","null","组合套餐：(整粒蔓越莓果干226克)*3","null","null","交易成功","null"
="82799144279515477","gracelandfruit美国进口蓝莓干蔓越莓切片樱桃果干3包组合508g","69.00","1","null","组合套餐：3包组合","null","null","交易成功","null"
="82757123756147589","gracelandfruit美国进口蔓越莓切片干1kg樱桃果干141g两包组合","89.00","2","null","组合套餐：(蔓越莓果干1kg)*1+(酸樱桃果干141.7g)*1","null","null","交易成功","null"
="82718985471752084","gracelandfruit美国进口蓝莓果干141.7克*3包组合果干*","60.00","1","null","组合套餐：(蓝莓干141.7克)*3","null","null","交易成功","null"
="82688995746453078","gracelandfruit美国进口蓝莓果干141.7克*3包组合果干*","60.00","1","null","组合套餐：(蓝莓干141.7克)*3","null","null","交易成功","null"
="80962931382757559","gracelandfruit美国进口蓝莓干整粒蔓越莓干四包组合734g","78.00","1","null","组合套餐：(整粒蔓越莓226克)*2+(蓝莓干141克)*2","null","null","交易成功","null"
="82703810773958695","gracelandfruit美国进口蓝莓干整粒蔓越莓干四包组合734g","78.00","1","null","组合套餐：(整粒蔓越莓226克)*2+(蓝莓干141克)*2","null","null","交易成功","null"
="82701514585798884","gracelandfruit美国进口蓝莓果干141.7克*3包组合果干*","60.00","1","null","组合套餐：(蓝莓干141.7克)*3","null","null","交易成功","null"
="76242430095118424","gracelandfruit美国进口蓝莓干蔓越莓切片樱桃果干3包组合508g","69.00","1","null","组合套餐：3包组合","null","null","交易成功","null"
="76202612953367310","gracelandfruit美国进口蓝莓干蔓越莓切片樱桃果干3包组合508g","69.00","1","null","组合套餐：3包组合","null","null","交易成功","null"
="80961054961154060","gracelandfruit美国进口蓝莓干蔓越莓切片樱桃果干3包组合508g","69.00","1","null","组合套餐：3包组合","null","null","交易成功","null"
="80935821190117336","gracelandfruit美国进口蓝莓干蔓越莓切片樱桃果干3包组合508g","69.00","1","null","组合套餐：3包组合","null","null","交易成功","null"
="82689362984800682","gracelandfruit美国进口蓝莓干蔓越莓切片樱桃果干3包组合508g","69.00","1","null","组合套餐：3包组合","null","null","交易成功","null"
="80944563142063756","gracelandfruit美国进口蓝莓干蔓越莓切片樱桃果干3包组合508g","69.00","1","null","组合套餐：3包组合","null","null","交易成功","null"
="80918577983789145","gracelandfruit美国进口整粒蔓越莓干226.8克x3包组合零食烘焙","60.00","1","null","组合套餐：(整粒蔓越莓果干226克)*3","null","null","交易成功","null"
="82655336805964675","gracelandfruit蓝莓果干141gx2包零食烘焙蓝莓干美国进口*","128.00","2","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="76191244454154215","gracelandfruit美国进口蓝莓干蔓越莓切片樱桃果干3包组合508g","69.00","1","null","组合套餐：3包组合","null","null","交易关闭","null"
="82588785586688787","gracelandfruit美国进口蓝莓干蔓越莓切片樱桃果干3包组合508g","69.00","1","null","组合套餐：3包组合","null","null","交易成功","null"
="80813520938098453","gracelandfruit美国进口蓝莓干整粒蔓越莓干四包组合734g","78.00","1","null","组合套餐：(整粒蔓越莓226克)*2+(蓝莓干141克)*2","null","null","交易成功","null"
="80851541753480739","gracelandfruit美国进口整粒蔓越莓干226.8克x3包组合零食烘焙","60.00","1","null","组合套餐：(整粒蔓越莓果干226克)*3","null","null","交易成功","null"
="80885282936480739","gracelandfruit美国进口蓝莓果干141.7克*3包组合果干*","60.00","1","null","组合套餐：(蓝莓干141.7克)*3","null","null","交易成功","null"
="82553195517351877","gracelandfruit美国进口蓝莓干整粒蔓越莓干四包组合734g","78.00","1","null","组合套餐：(整粒蔓越莓226克)*2+(蓝莓干141克)*2","null","null","交易成功","null"
="80865155010799243","GracelandFruit蓝莓果干141.7g整粒蔓越莓果干226.8g组合零食","156.00","2","null","组合套餐：(蓝莓干 141.7克)*1+(整粒蔓越莓果干226克)*1","null","null","交易成功","null"
="80785968494678453","gracelandfruit美国进口蓝莓果干141.7克*3包组合果干*","60.00","1","null","组合套餐：(蓝莓干141.7克)*3","null","null","交易成功","null"
="80786220377678453","gracelandfruit美国进口蓝莓果干141.7克*3包组合果干*","60.00","2","null","组合套餐：(蓝莓干141.7克)*3","null","null","交易成功","null"
="82575956913644274","gracelandfruit美国进口蓝莓果干141.7克*3包组合果干*","60.00","1","null","组合套餐：(蓝莓干141.7克)*3","null","null","交易成功","null"
="80880218307678453","gracelandfruit美国进口整粒蔓越莓果干1kg蓝莓141g两包组合*","99.00","1","null","组合套餐：(整粒蔓越莓1kg)*1+(g蓝莓干141.7g)*1","null","null","交易成功","null"
="80876970638678453","gracelandfruit美国进口蓝莓果干141.7克*3包组合果干*","60.00","1","null","组合套餐：(蓝莓干141.7克)*3","null","null","交易成功","null"
="76112924418273429","gracelandfruit美国进口蓝莓干蔓越莓切片樱桃果干3包组合508g","69.00","1","null","组合套餐：3包组合","null","null","交易成功","null"
="76113036332367431","gracelandfruit蓝莓果干141gx2包零食烘焙蓝莓干美国进口*","128.00","1","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="76050349643299903","gracelandfruit美国进口蓝莓干蔓越莓切片樱桃果干3包组合508g","69.00","1","null","组合套餐：3包组合","null","null","交易成功","null"
="76052533301299903","gracelandfruit美国进口蓝莓果干141.7克*3包组合果干*","60.00","1","null","组合套餐：(蓝莓干141.7克)*3","null","null","交易成功","null"
="76165199448059300","gracelandfruit蓝莓果干141gx2包零食烘焙蓝莓干美国进口*","128.00","1","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="76165199448059300","gracelandfruit美国进口整粒蔓越莓果干226gx2包零食烘焙*","118.00","1","null","组合套餐：整粒蔓越莓*2","null","null","交易成功","null"
="80805877505919863","gracelandfruit美国进口蓝莓果干141.7克*3包组合果干*","60.00","1","null","组合套餐：(蓝莓干141.7克)*3","null","null","交易成功","null"
="76078376090643018","gracelandfruit蓝莓果干141gx2包零食烘焙蓝莓干美国进口*","128.00","2","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="80739260131692435","gracelandfruit美国进口蓝莓干蔓越莓切片樱桃果干3包组合508g","69.00","1","null","组合套餐：3包组合","null","null","交易成功","null"
="76051496943963113","gracelandfruit美国进口蓝莓果干141.7克*3包组合果干*","60.00","1","null","组合套餐：(蓝莓干141.7克)*3","null","null","交易成功","null"
="76131271610275401","gracelandfruit美国进口整粒蔓越莓果干226gx2包零食烘焙*","118.00","1","null","组合套餐：整粒蔓越莓*2","null","null","交易成功","null"
="76131271610275401","gracelandfruit蓝莓果干141gx2包零食烘焙蓝莓干美国进口*","128.00","1","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="76040380998034920","gracelandfruit美国进口蓝莓果干1kg 大包健康休闲零食","378.00","1","P01808","食品口味：蓝莓果干1kg /包","null","null","交易关闭","P01808"
="82471353857561489","gracelandfruit美国进口蓝莓果干141.7克*3包组合果干*","60.00","1","null","组合套餐：(蓝莓干141.7克)*3","null","null","交易成功","null"
="82467685666628985","gracelandfruit美国进口蓝莓干蔓越莓切片樱桃果干3包组合508g","69.00","1","null","组合套餐：3包组合","null","null","交易成功","null"
="80762361457808139","gracelandfruit美国进口蓝莓果干141.7克*3包组合果干*","60.00","1","null","组合套餐：(蓝莓干141.7克)*3","null","null","交易成功","null"
="76120043152380413","gracelandfruit美国进口蓝莓干蔓越莓切片樱桃果干3包组合508g","69.00","2","null","组合套餐：3包组合","null","null","交易成功","null"
="76117379402246132","gracelandfruit蓝莓果干141gx2包零食烘焙蓝莓干美国进口*","128.00","1","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="80783170429003446","gracelandfruit美国进口蓝莓干整粒蔓越莓干四包组合734g","78.00","1","null","组合套餐：(整粒蔓越莓226克)*2+(蓝莓干141克)*2","null","null","交易成功","null"
="80778942194057052","gracelandfruit美国进口整粒蔓越莓干226.8克x3包组合零食烘焙","60.00","1","null","组合套餐：(整粒蔓越莓果干226克)*3","null","null","交易成功","null"
="76039710566132513","gracelandfruit美国进口蓝莓干整粒蔓越莓干四包组合734g","78.00","1","null","组合套餐：(整粒蔓越莓226克)*2+(蓝莓干141克)*2","null","null","交易成功","null"
="82462310025841885","gracelandfruit美国进口蓝莓干蔓越莓切片樱桃果干3包组合508g","69.00","1","null","组合套餐：3包组合","null","null","交易成功","null"
="80718182202926160","gracelandfruit蓝莓果干141gx2包零食烘焙蓝莓干美国进口*","128.00","1","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="76034111690143402","gracelandfruit美国进口整粒蔓越莓干226.8克x3包组合零食烘焙","60.00","1","null","组合套餐：(整粒蔓越莓果干226克)*3","null","null","交易成功","null"
="82353693273223871","GracelandFruit美国进口蓝莓果干141.7g樱桃果干141.7g组合零食","156.00","1","null","组合套餐：(蓝莓干 141.7克)*1+(酸樱桃果干 141.7g)*1","null","null","交易成功","null"
="80576356964770935","gracelandfruit美国进口蓝莓果干141.7克*3包组合果干*","60.00","1","null","组合套餐：(蓝莓干141.7克)*3","null","null","交易成功","null"
="82323739304624688","gracelandfruit蓝莓果干141gx2包零食烘焙蓝莓干美国进口*","128.00","1","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="75991523147094819","gracelandfruit美国进口蓝莓果干141.7克*3包组合果干*","60.00","1","null","组合套餐：(蓝莓干141.7克)*3","null","null","交易成功","null"
="82299179766550572","gracelandfruit美国进口整粒蔓越莓干226.8克x3包组合零食烘焙","60.00","1","null","组合套餐：(整粒蔓越莓果干226克)*3","null","null","交易成功","null"
="82308701010478386","gracelandfruit美国进口蓝莓干蔓越莓切片樱桃果干3包组合508g","69.00","1","null","组合套餐：3包组合","null","null","交易成功","null"
="75882544132966515","gracelandfruit美国进口整粒蔓越莓果干226gx2包零食烘焙*","118.00","1","null","组合套餐：整粒蔓越莓*2","null","null","交易成功","null"
="82278261090058071","gracelandfruit美国进口蓝莓干蔓越莓切片樱桃果干3包组合508g","69.00","1","null","组合套餐：3包组合","null","null","交易成功","null"
="75856000201065215","gracelandfruit美国进口蓝莓果干141.7克*3包组合果干*","60.00","2","null","组合套餐：(蓝莓干141.7克)*3","null","null","交易成功","null"
="82282656493885273","gracelandfruit蓝莓果干141gx2包零食烘焙蓝莓干美国进口*","128.00","2","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="75922643921533506","gracelandfruit美国进口整粒蔓越莓干226.8克x3包组合零食烘焙","60.00","1","null","组合套餐：(整粒蔓越莓果干226克)*3","null","null","交易成功","null"
="75900915726456715","GracelandFruit蓝莓果干141.7g整粒蔓越莓果干226.8g组合零食","156.00","1","null","组合套餐：(蓝莓干 141.7克)*1+(整粒蔓越莓果干226克)*1","null","null","交易成功","null"
="82223133711241890","gracelandfruit美国进口蓝莓果干141.7克*3包组合果干*","60.00","1","null","组合套餐：(蓝莓干141.7克)*3","null","null","交易成功","null"
="80555614972192055","GracelandFruit蓝莓果干141.7g整粒蔓越莓果干226.8g组合零食","156.00","1","null","组合套餐：(蓝莓干 141.7克)*1+(整粒蔓越莓果干226克)*1","null","null","交易成功","null"
="80548726329325156","gracelandfruit美国进口蓝莓干蔓越莓切片樱桃果干3包组合508g","69.00","1","null","组合套餐：3包组合","null","null","交易成功","null"
="82227306805847991","gracelandfruit美国进口整粒蔓越莓果干226gx2包零食烘焙*","118.00","1","null","组合套餐：整粒蔓越莓*2","null","null","交易成功","null"
="82227306805847991","gracelandfruit蓝莓果干141gx2包零食烘焙蓝莓干美国进口*","128.00","3","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="75853791895433626","gracelandfruit美国进口蔓越莓切片干1kg樱桃果干141g两包组合","89.00","1","null","组合套餐：(蔓越莓果干1kg)*1+(酸樱桃果干141.7g)*1","null","null","交易成功","null"
="82152351974482086","gracelandfruit蓝莓果干141gx2包零食烘焙蓝莓干美国进口*","128.00","1","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="80423732948490952","gracelandfruit美国进口整粒蔓越莓干226.8克x3包组合零食烘焙","60.00","1","null","组合套餐：(整粒蔓越莓果干226克)*3","null","null","交易成功","null"
="80478027892776360","gracelandfruit蓝莓果干141gx2包零食烘焙蓝莓干美国进口*","128.00","1","P01792","组合套餐：(graceland fruit 蓝莓干 141.7克)*2","null","null","交易成功","P01792"
="80464251961798751","gracelandfruit美国进口芒果混合果干橙皮混合果干454克*2包组合","178.00","1","null","组合套餐：(芒果混合果干453g)*1+(橙皮混合果干453g)*1","null","null","交易成功","null"
="82126613784995477","gracelandfruit美国进口蓝莓干整粒蔓越莓干四包组合734g","78.00","1","null","组合套餐：(整粒蔓越莓226克)*2+(蓝莓干141克)*2","null","null","交易成功","null"
="75705472612315117","gracelandfruit美国进口蓝莓果干1kg 大包健康休闲零食","378.00","1","P01808","食品口味：蓝莓果干1kg /包","null","null","交易成功","P01808"
