Payment_time,Transaction_id,Partner_transaction_id,Amount,Foreign_amount,Currency,Exchange_Rate,Fee_type,Fee_amount,Foreign_fee_amount,Fee_desc
2018-03-15 16:38:57,2018031521001001600540598547	,136243671527620189	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,13.00	,2.06	,菜鸟-保税_服务费用(商家){LP00096395994114}_2604839566
2018-03-15 16:38:57,2018031521001001600540598547	,136243671527620189	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,2.12	,0.34	,菜鸟-保税_进口关税(商家){LP00096395994114}_2604839566
2018-03-15 16:38:57,2018031521001001600540598547	,136243671527620189	,19.90	,3.15	,USD,6.32330000	,Juhuasuan Overseas Commission,0.28	,0.04	,Juhuasuan Overseas Commission
2018-03-15 16:38:57,2018031521001001600540598547	,136243671527620189	,19.90	,3.15	,USD,6.32330000	,Tmall Global Commission,0.36	,0.06	,Tmall Global Commission
2018-03-15 16:46:16,2018031521001001420544025549	,137758624611876712	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,13.00	,2.06	,菜鸟-保税_服务费用(商家){LP00096396570526}_2604839566
2018-03-15 16:46:16,2018031521001001420544025549	,137758624611876712	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,2.12	,0.34	,菜鸟-保税_进口关税(商家){LP00096396570526}_2604839566
2018-03-15 16:46:16,2018031521001001420544025549	,137758624611876712	,19.90	,3.15	,USD,6.32330000	,Tmall Global Commission,0.36	,0.06	,Tmall Global Commission
2018-03-15 16:46:16,2018031521001001420544025549	,137758624611876712	,19.90	,3.15	,USD,6.32330000	,Juhuasuan Overseas Commission,0.28	,0.04	,Juhuasuan Overseas Commission
2018-03-15 16:46:16,2018031521001001420544025549	,137758624611876712	,19.90	,3.15	,USD,6.32330000	,Alipay commission,0.20	,0.03	,Alipay service fee
2018-03-15 16:49:28,2018031521001001790539922886	,136244341618304971	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,13.00	,2.06	,菜鸟-保税_服务费用(商家){LP00096397002002}_2604839566
2018-03-15 16:49:28,2018031521001001790539922886	,136244341618304971	,19.90	,3.15	,USD,6.32330000	,Tmall Global Commission,0.36	,0.06	,Tmall Global Commission
2018-03-15 16:49:28,2018031521001001790539922886	,136244341618304971	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,2.12	,0.34	,菜鸟-保税_进口关税(商家){LP00096397002002}_2604839566
2018-03-15 16:49:28,2018031521001001790539922886	,136244341618304971	,19.90	,3.15	,USD,6.32330000	,Alipay commission,0.20	,0.03	,Alipay service fee
2018-03-15 16:49:28,2018031521001001790539922886	,136244341618304971	,19.90	,3.15	,USD,6.32330000	,Juhuasuan Overseas Commission,0.28	,0.04	,Juhuasuan Overseas Commission
2018-03-15 16:55:19,2018031521001001020536436020	,138028099145353612	,19.90	,3.15	,USD,6.32330000	,Alipay commission,0.20	,0.03	,Alipay service fee
2018-03-15 16:55:19,2018031521001001020536436020	,138028099145353612	,19.90	,3.15	,USD,6.32330000	,Tmall Global Commission,0.36	,0.06	,Tmall Global Commission
2018-03-15 16:55:19,2018031521001001020536436020	,138028099145353612	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,2.12	,0.34	,菜鸟-保税_进口关税(商家){LP00096397338674}_2604839566
2018-03-15 16:55:19,2018031521001001020536436020	,138028099145353612	,19.90	,3.15	,USD,6.32330000	,Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(138028099145353612),0.89	,0.14	,2018031521001001020536436020-Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(138028099145353612)
2018-03-15 16:55:19,2018031521001001020536436020	,138028099145353612	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,13.00	,2.06	,菜鸟-保税_服务费用(商家){LP00096397338674}_2604839566
2018-03-15 16:55:19,2018031521001001020536436020	,138028099145353612	,19.90	,3.15	,USD,6.32330000	,Juhuasuan Overseas Commission,0.28	,0.04	,Juhuasuan Overseas Commission
2018-03-15 16:59:06,2018031521001001960508818669	,136252043288273285	,19.90	,3.15	,USD,6.32330000	,Juhuasuan Overseas Commission,0.28	,0.04	,Juhuasuan Overseas Commission
2018-03-15 16:59:06,2018031521001001960508818669	,136252043288273285	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,13.00	,2.06	,菜鸟-保税_服务费用(商家){LP00096397560589}_2604839566
2018-03-15 16:59:06,2018031521001001960508818669	,136252043288273285	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,2.12	,0.34	,菜鸟-保税_进口关税(商家){LP00096397560589}_2604839566
2018-03-15 16:59:06,2018031521001001960508818669	,136252043288273285	,19.90	,3.15	,USD,6.32330000	,Alipay commission,0.20	,0.03	,Alipay service fee
2018-03-15 16:59:06,2018031521001001960508818669	,136252043288273285	,19.90	,3.15	,USD,6.32330000	,Tmall Global Commission,0.36	,0.06	,Tmall Global Commission
2018-03-15 17:06:31,2018031521001001720540159410	,136254255539322961	,39.80	,6.29	,USD,6.32330000	,Juhuasuan Overseas Commission,0.57	,0.09	,Juhuasuan Overseas Commission
2018-03-15 17:06:31,2018031521001001720540159410	,136254255539322961	,39.80	,6.29	,USD,6.32330000	,Alipay commission,0.40	,0.06	,Alipay service fee
2018-03-15 17:06:31,2018031521001001720540159410	,136254255539322961	,39.80	,6.29	,USD,6.32330000	,Tmall Logisitic,4.24	,0.67	,菜鸟-保税_进口关税(商家){LP00095640359529}_2604839566
2018-03-15 17:06:31,2018031521001001720540159410	,136254255539322961	,39.80	,6.29	,USD,6.32330000	,Tmall Global Commission,0.71	,0.11	,Tmall Global Commission
2018-03-15 17:06:31,2018031521001001720540159410	,136254255539322961	,39.80	,6.29	,USD,6.32330000	,Tmall Logisitic,13.00	,2.06	,菜鸟-保税_服务费用(商家){LP00095640359529}_2604839566
2018-03-15 17:09:42,2018031521001001460545896161	,136284212114976190	,39.80	,6.29	,USD,6.32330000	,Tmall Logisitic,13.00	,2.06	,菜鸟-保税_服务费用(商家){LP00095640814270}_2604839566
2018-03-15 17:09:42,2018031521001001460545896161	,136284212114976190	,39.80	,6.29	,USD,6.32330000	,Alipay commission,0.40	,0.06	,Alipay service fee
2018-03-15 17:09:42,2018031521001001460545896161	,136284212114976190	,39.80	,6.29	,USD,6.32330000	,Juhuasuan Overseas Commission,0.57	,0.09	,Juhuasuan Overseas Commission
2018-03-15 17:09:42,2018031521001001460545896161	,136284212114976190	,39.80	,6.29	,USD,6.32330000	,Tmall Logisitic,4.24	,0.67	,菜鸟-保税_进口关税(商家){LP00095640814270}_2604839566
2018-03-15 17:09:42,2018031521001001460545896161	,136284212114976190	,39.80	,6.29	,USD,6.32330000	,Tmall Global Commission,0.71	,0.11	,Tmall Global Commission
2018-03-15 17:21:00,2018031521001001720540140998	,136257585886322961	,39.80	,6.29	,USD,6.32330000	,Alipay commission,0.40	,0.06	,Alipay service fee
2018-03-15 17:21:00,2018031521001001720540140998	,136257585886322961	,39.80	,6.29	,USD,6.32330000	,Juhuasuan Overseas Commission,0.57	,0.09	,Juhuasuan Overseas Commission
2018-03-15 17:21:00,2018031521001001720540140998	,136257585886322961	,39.80	,6.29	,USD,6.32330000	,Tmall Logisitic,4.24	,0.67	,菜鸟-保税_进口关税(商家){LP00095641624884}_2604839566
2018-03-15 17:21:00,2018031521001001720540140998	,136257585886322961	,39.80	,6.29	,USD,6.32330000	,Tmall Logisitic,13.00	,2.06	,菜鸟-保税_服务费用(商家){LP00095641624884}_2604839566
2018-03-15 17:21:00,2018031521001001720540140998	,136257585886322961	,39.80	,6.29	,USD,6.32330000	,Tmall Global Commission,0.71	,0.11	,Tmall Global Commission
2018-03-15 17:21:06,2018031521001001540508910910	,125322403158323630	,19.90	,3.15	,USD,6.32330000	,Tmall Global Commission,0.36	,0.06	,Tmall Global Commission
2018-03-15 17:21:06,2018031521001001540508910910	,125322403158323630	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,2.12	,0.34	,菜鸟-保税_进口关税(商家){LP00096399198850}_2604839566
2018-03-15 17:21:06,2018031521001001540508910910	,125322403158323630	,19.90	,3.15	,USD,6.32330000	,Alipay commission,0.20	,0.03	,Alipay service fee
2018-03-15 17:21:06,2018031521001001540508910910	,125322403158323630	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,13.00	,2.06	,菜鸟-保税_服务费用(商家){LP00096399198850}_2604839566
2018-03-15 17:21:06,2018031521001001540508910910	,125322403158323630	,19.90	,3.15	,USD,6.32330000	,Juhuasuan Overseas Commission,0.28	,0.04	,Juhuasuan Overseas Commission
2018-03-15 17:37:40,2018031521001001690541666970	,136280574781969674	,76.09	,12.03	,USD,6.32330000	,Juhuasuan Overseas Commission,1.09	,0.17	,Juhuasuan Overseas Commission
2018-03-15 17:37:40,2018031521001001690541666970	,136280574781969674	,76.09	,12.03	,USD,6.32330000	,Tmall Logisitic,16.00	,2.53	,菜鸟-保税_服务费用(商家){LP00095642908580}_2604839566
2018-03-15 17:37:40,2018031521001001690541666970	,136280574781969674	,76.09	,12.03	,USD,6.32330000	,Tmall Global Commission,1.36	,0.22	,Tmall Global Commission
2018-03-15 17:37:40,2018031521001001690541666970	,136280574781969674	,76.09	,12.03	,USD,6.32330000	,Tmall Logisitic,8.09	,1.28	,菜鸟-保税_进口关税(商家){LP00095642908580}_2604839566
2018-03-15 17:37:40,2018031521001001690541666970	,136280574781969674	,76.09	,12.03	,USD,6.32330000	,Alipay commission,0.76	,0.12	,Alipay service fee
2018-03-15 17:46:58,2018031521001001690541574198	,136285530122501268	,39.80	,6.29	,USD,6.32330000	,Tmall Logisitic,13.00	,2.06	,菜鸟-保税_服务费用(商家){LP00092529044294}_2604839566
2018-03-15 17:46:58,2018031521001001690541574198	,136285530122501268	,39.80	,6.29	,USD,6.32330000	,Alipay commission,0.40	,0.06	,Alipay service fee
2018-03-15 17:46:58,2018031521001001690541574198	,136285530122501268	,39.80	,6.29	,USD,6.32330000	,Tmall Global Commission,0.71	,0.11	,Tmall Global Commission
2018-03-15 17:46:58,2018031521001001690541574198	,136285530122501268	,39.80	,6.29	,USD,6.32330000	,Juhuasuan Overseas Commission,0.57	,0.09	,Juhuasuan Overseas Commission
2018-03-15 17:46:58,2018031521001001690541574198	,136285530122501268	,39.80	,6.29	,USD,6.32330000	,Tmall Logisitic,4.24	,0.67	,菜鸟-保税_进口关税(商家){LP00092529044294}_2604839566
2018-03-15 17:52:10,2018031521001001060526726978	,137749917544352008	,39.80	,6.29	,USD,6.32330000	,Tmall Logisitic,13.00	,2.06	,菜鸟-保税_服务费用(商家){LP00096401425800}_2604839566
2018-03-15 17:52:10,2018031521001001060526726978	,137749917544352008	,39.80	,6.29	,USD,6.32330000	,Juhuasuan Overseas Commission,0.57	,0.09	,Juhuasuan Overseas Commission
2018-03-15 17:52:10,2018031521001001060526726978	,137749917544352008	,39.80	,6.29	,USD,6.32330000	,Alipay commission,0.40	,0.06	,Alipay service fee
2018-03-15 17:52:10,2018031521001001060526726978	,137749917544352008	,39.80	,6.29	,USD,6.32330000	,Tmall Global Commission,0.71	,0.11	,Tmall Global Commission
2018-03-15 17:52:10,2018031521001001060526726978	,137749917544352008	,39.80	,6.29	,USD,6.32330000	,Tmall Logisitic,4.24	,0.67	,菜鸟-保税_进口关税(商家){LP00096401425800}_2604839566
2018-03-15 17:53:35,2018031521001001150524926688	,137777132810955509	,19.90	,3.15	,USD,6.32330000	,Juhuasuan Overseas Commission,0.28	,0.04	,Juhuasuan Overseas Commission
2018-03-15 17:53:35,2018031521001001150524926688	,137777132810955509	,19.90	,3.15	,USD,6.32330000	,Alipay commission,0.20	,0.03	,Alipay service fee
2018-03-15 17:53:35,2018031521001001150524926688	,137777132810955509	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,2.12	,0.34	,菜鸟-保税_进口关税(商家){LP00095643785542}_2604839566
2018-03-15 17:53:35,2018031521001001150524926688	,137777132810955509	,19.90	,3.15	,USD,6.32330000	,Tmall Global Commission,0.36	,0.06	,Tmall Global Commission
2018-03-15 17:53:35,2018031521001001150524926688	,137777132810955509	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,13.00	,2.06	,菜鸟-保税_服务费用(商家){LP00095643785542}_2604839566
2018-03-15 18:00:39,2018031521001001520592958297	,136290570301801685	,19.90	,3.15	,USD,6.32330000	,Alipay commission,0.20	,0.03	,Alipay service fee
2018-03-15 18:00:39,2018031521001001520592958297	,136290570301801685	,19.90	,3.15	,USD,6.32330000	,Tmall Global Commission,0.36	,0.06	,Tmall Global Commission
2018-03-15 18:00:39,2018031521001001520592958297	,136290570301801685	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,13.00	,2.06	,菜鸟-保税_服务费用(商家){LP00096402264255}_2604839566
2018-03-15 18:00:39,2018031521001001520592958297	,136290570301801685	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,2.12	,0.34	,菜鸟-保税_进口关税(商家){LP00096402264255}_2604839566
2018-03-15 18:00:39,2018031521001001520592958297	,136290570301801685	,19.90	,3.15	,USD,6.32330000	,Juhuasuan Overseas Commission,0.28	,0.04	,Juhuasuan Overseas Commission
2018-03-15 18:00:51,2018031521001001420547646602	,125220845502137239	,19.90	,3.15	,USD,6.32330000	,Juhuasuan Overseas Commission,0.28	,0.04	,Juhuasuan Overseas Commission
2018-03-15 18:00:51,2018031521001001420547646602	,125220845502137239	,19.90	,3.15	,USD,6.32330000	,Tmall Global Commission,0.36	,0.06	,Tmall Global Commission
2018-03-15 18:00:51,2018031521001001420547646602	,125220845502137239	,19.90	,3.15	,USD,6.32330000	,Alipay commission,0.20	,0.03	,Alipay service fee
2018-03-15 18:00:51,2018031521001001420547646602	,125220845502137239	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,13.00	,2.06	,菜鸟-保税_服务费用(商家){LP00096402180854}_2604839566
2018-03-15 18:00:51,2018031521001001420547646602	,125220845502137239	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,2.12	,0.34	,菜鸟-保税_进口关税(商家){LP00096402180854}_2604839566
2018-03-15 18:06:29,2018031521001001130527136573	,125223057027541934	,39.80	,6.29	,USD,6.32330000	,Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(125223057027541934),1.78	,0.28	,2018031521001001130527136573-Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(125223057027541934)
2018-03-15 18:06:29,2018031521001001130527136573	,125223057027541934	,39.80	,6.29	,USD,6.32330000	,Tmall Global Commission,0.71	,0.11	,Tmall Global Commission
2018-03-15 18:06:29,2018031521001001130527136573	,125223057027541934	,39.80	,6.29	,USD,6.32330000	,Juhuasuan Overseas Commission,0.57	,0.09	,Juhuasuan Overseas Commission
2018-03-15 18:06:29,2018031521001001130527136573	,125223057027541934	,39.80	,6.29	,USD,6.32330000	,Tmall Logisitic,4.24	,0.67	,菜鸟-保税_进口关税(商家){LP00095644859209}_2604839566
2018-03-15 18:06:29,2018031521001001130527136573	,125223057027541934	,39.80	,6.29	,USD,6.32330000	,Tmall Logisitic,13.00	,2.06	,菜鸟-保税_服务费用(商家){LP00095644859209}_2604839566
2018-03-15 18:06:29,2018031521001001130527136573	,125223057027541934	,39.80	,6.29	,USD,6.32330000	,Alipay commission,0.40	,0.06	,Alipay service fee
2018-03-15 18:17:25,2018031521001001900507156016	,137783936195253716	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,2.12	,0.34	,菜鸟-保税_进口关税(商家){LP00096403153696}_2604839566
2018-03-15 18:17:25,2018031521001001900507156016	,137783936195253716	,19.90	,3.15	,USD,6.32330000	,Alipay commission,0.20	,0.03	,Alipay service fee
2018-03-15 18:17:25,2018031521001001900507156016	,137783936195253716	,19.90	,3.15	,USD,6.32330000	,Juhuasuan Overseas Commission,0.28	,0.04	,Juhuasuan Overseas Commission
2018-03-15 18:17:25,2018031521001001900507156016	,137783936195253716	,19.90	,3.15	,USD,6.32330000	,Tmall Global Commission,0.36	,0.06	,Tmall Global Commission
2018-03-15 18:17:25,2018031521001001900507156016	,137783936195253716	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,13.00	,2.06	,菜鸟-保税_服务费用(商家){LP00096403153696}_2604839566
2018-03-15 18:17:58,2018031521001001670555268085	,125195420491399854	,39.80	,6.29	,USD,6.32330000	,Tmall Global Commission,0.71	,0.11	,Tmall Global Commission
2018-03-15 18:17:58,2018031521001001670555268085	,125195420491399854	,39.80	,6.29	,USD,6.32330000	,Tmall Logisitic,13.00	,2.06	,菜鸟-保税_服务费用(商家){LP00095645573087}_2604839566
2018-03-15 18:17:58,2018031521001001670555268085	,125195420491399854	,39.80	,6.29	,USD,6.32330000	,Juhuasuan Overseas Commission,0.57	,0.09	,Juhuasuan Overseas Commission
2018-03-15 18:17:58,2018031521001001670555268085	,125195420491399854	,39.80	,6.29	,USD,6.32330000	,Tmall Logisitic,4.24	,0.67	,菜鸟-保税_进口关税(商家){LP00095645573087}_2604839566
2018-03-15 18:17:58,2018031521001001670555268085	,125195420491399854	,39.80	,6.29	,USD,6.32330000	,Alipay commission,0.40	,0.06	,Alipay service fee
2018-03-15 18:19:24,2018031521001001580540519131	,136282001262614867	,115.33	,18.24	,USD,6.32330000	,Tmall Logisitic,16.00	,2.53	,菜鸟-保税_服务费用(商家){LP00092530982910}_2604839566
2018-03-15 18:19:24,2018031521001001580540519131	,136282001262614867	,115.33	,18.24	,USD,6.32330000	,Tmall Logisitic,13.33	,2.11	,菜鸟-保税_进口关税(商家){LP00092530982910}_2604839566
2018-03-15 18:19:24,2018031521001001580540519131	,136282001262614867	,115.33	,18.24	,USD,6.32330000	,Alipay commission,1.15	,0.18	,Alipay service fee
2018-03-15 18:19:24,2018031521001001580540519131	,136282001262614867	,115.33	,18.24	,USD,6.32330000	,Tmall Global Commission,2.04	,0.32	,Tmall Global Commission
2018-03-15 18:21:01,2018031521001001570547425690	,136281805537217869	,19.90	,3.15	,USD,6.32330000	,Juhuasuan Overseas Commission,0.28	,0.04	,Juhuasuan Overseas Commission
2018-03-15 18:21:01,2018031521001001570547425690	,136281805537217869	,19.90	,3.15	,USD,6.32330000	,Alipay commission,0.20	,0.03	,Alipay service fee
2018-03-15 18:21:01,2018031521001001570547425690	,136281805537217869	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,13.00	,2.06	,菜鸟-保税_服务费用(商家){LP00095645992167}_2604839566
2018-03-15 18:21:01,2018031521001001570547425690	,136281805537217869	,19.90	,3.15	,USD,6.32330000	,Tmall Global Commission,0.36	,0.06	,Tmall Global Commission
2018-03-15 18:21:01,2018031521001001570547425690	,136281805537217869	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,2.12	,0.34	,菜鸟-保税_进口关税(商家){LP00095645992167}_2604839566
2018-03-15 18:27:30,2018031521001001210555165172	,137759185600961224	,19.90	,3.15	,USD,6.32330000	,Tmall Global Commission,0.36	,0.06	,Tmall Global Commission
2018-03-15 18:27:30,2018031521001001210555165172	,137759185600961224	,19.90	,3.15	,USD,6.32330000	,Alipay commission,0.20	,0.03	,Alipay service fee
2018-03-15 18:27:30,2018031521001001210555165172	,137759185600961224	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,13.00	,2.06	,菜鸟-保税_服务费用(商家){LP00096403951524}_2604839566
2018-03-15 18:27:30,2018031521001001210555165172	,137759185600961224	,19.90	,3.15	,USD,6.32330000	,Juhuasuan Overseas Commission,0.28	,0.04	,Juhuasuan Overseas Commission
2018-03-15 18:27:30,2018031521001001210555165172	,137759185600961224	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,2.12	,0.34	,菜鸟-保税_进口关税(商家){LP00096403951524}_2604839566
2018-03-15 18:34:39,2018031521001001180523014262	,125228629960415540	,19.90	,3.15	,USD,6.32330000	,Juhuasuan Overseas Commission,0.28	,0.04	,Juhuasuan Overseas Commission
2018-03-15 18:34:39,2018031521001001180523014262	,125228629960415540	,19.90	,3.15	,USD,6.32330000	,Tmall Global Commission,0.36	,0.06	,Tmall Global Commission
2018-03-15 18:34:39,2018031521001001180523014262	,125228629960415540	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,2.12	,0.34	,菜鸟-保税_进口关税(商家){LP00095646892575}_2604839566
2018-03-15 18:34:39,2018031521001001180523014262	,125228629960415540	,19.90	,3.15	,USD,6.32330000	,Alipay commission,0.20	,0.03	,Alipay service fee
2018-03-15 18:34:39,2018031521001001180523014262	,125228629960415540	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,13.00	,2.06	,菜鸟-保税_服务费用(商家){LP00095646892575}_2604839566
2018-03-15 18:40:28,2018031521001001940511111226	,125229889890689831	,59.70	,9.44	,USD,6.32330000	,Tmall Global Commission,1.07	,0.17	,Tmall Global Commission
2018-03-15 18:40:28,2018031521001001940511111226	,125229889890689831	,59.70	,9.44	,USD,6.32330000	,Tmall Logisitic,16.00	,2.53	,菜鸟-保税_服务费用(商家){LP00092532165672}_2604839566
2018-03-15 18:40:28,2018031521001001940511111226	,125229889890689831	,59.70	,9.44	,USD,6.32330000	,Tmall Logisitic,6.35	,1.00	,菜鸟-保税_进口关税(商家){LP00092532165672}_2604839566
2018-03-15 18:40:28,2018031521001001940511111226	,125229889890689831	,59.70	,9.44	,USD,6.32330000	,Alipay commission,0.60	,0.09	,Alipay service fee
2018-03-15 18:40:28,2018031521001001940511111226	,125229889890689831	,59.70	,9.44	,USD,6.32330000	,Juhuasuan Overseas Commission,0.85	,0.13	,Juhuasuan Overseas Commission
2018-03-15 18:41:18,2018031521001001620541930635	,136305494369135384	,69.60	,11.01	,USD,6.32330000	,Alipay commission,0.70	,0.11	,Alipay service fee
2018-03-15 18:41:18,2018031521001001620541930635	,136305494369135384	,69.60	,11.01	,USD,6.32330000	,Tmall Logisitic,16.00	,2.53	,菜鸟-保税_服务费用(商家){LP00095647067318}_2604839566
2018-03-15 18:41:18,2018031521001001620541930635	,136305494369135384	,69.60	,11.01	,USD,6.32330000	,Tmall Global Commission,1.22	,0.19	,Tmall Global Commission
2018-03-15 18:41:18,2018031521001001620541930635	,136305494369135384	,69.60	,11.01	,USD,6.32330000	,Juhuasuan Overseas Commission,0.98	,0.15	,Juhuasuan Overseas Commission
2018-03-15 18:41:18,2018031521001001620541930635	,136305494369135384	,69.60	,11.01	,USD,6.32330000	,Tmall Logisitic,8.47	,1.34	,菜鸟-保税_进口关税(商家){LP00095647067318}_2604839566
2018-03-15 18:53:03,2018031521001001260552034009	,136322908101088898	,59.00	,9.33	,USD,6.32330000	,Tmall Logisitic,13.00	,2.06	,菜鸟-保税_服务费用(商家){LP00095647763400}_2604839566
2018-03-15 18:53:03,2018031521001001260552034009	,136322908101088898	,59.00	,9.33	,USD,6.32330000	,Juhuasuan Overseas Commission,0.84	,0.13	,Juhuasuan Overseas Commission
2018-03-15 18:53:03,2018031521001001260552034009	,136322908101088898	,59.00	,9.33	,USD,6.32330000	,Tmall Logisitic,6.28	,0.99	,菜鸟-保税_进口关税(商家){LP00095647763400}_2604839566
2018-03-15 18:53:03,2018031521001001260552034009	,136322908101088898	,59.00	,9.33	,USD,6.32330000	,Tmall Global Commission,1.06	,0.17	,Tmall Global Commission
2018-03-15 18:53:03,2018031521001001260552034009	,136322908101088898	,59.00	,9.33	,USD,6.32330000	,Alipay commission,0.59	,0.09	,Alipay service fee
2018-03-15 19:00:14,2018031521001001630546002701	,137766969584612907	,19.90	,3.15	,USD,6.32330000	,Alipay commission,0.20	,0.03	,Alipay service fee
2018-03-15 19:00:14,2018031521001001630546002701	,137766969584612907	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,2.12	,0.34	,菜鸟-保税_进口关税(商家){LP00095648506398}_2604839566
2018-03-15 19:00:14,2018031521001001630546002701	,137766969584612907	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,13.00	,2.06	,菜鸟-保税_服务费用(商家){LP00095648506398}_2604839566
2018-03-15 19:00:14,2018031521001001630546002701	,137766969584612907	,19.90	,3.15	,USD,6.32330000	,Juhuasuan Overseas Commission,0.28	,0.04	,Juhuasuan Overseas Commission
2018-03-15 19:00:14,2018031521001001630546002701	,137766969584612907	,19.90	,3.15	,USD,6.32330000	,Tmall Global Commission,0.36	,0.06	,Tmall Global Commission
2018-03-15 19:04:19,2018031521001001290534087571	,137920410415190414	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,2.12	,0.34	,菜鸟-保税_进口关税(商家){LP00096406261848}_2604839566
2018-03-15 19:04:19,2018031521001001290534087571	,137920410415190414	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,13.00	,2.06	,菜鸟-保税_服务费用(商家){LP00096406261848}_2604839566
2018-03-15 19:04:19,2018031521001001290534087571	,137920410415190414	,19.90	,3.15	,USD,6.32330000	,Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(137920410415190414),0.89	,0.14	,2018031521001001290534087571-Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(137920410415190414)
2018-03-15 19:04:19,2018031521001001290534087571	,137920410415190414	,19.90	,3.15	,USD,6.32330000	,Alipay commission,0.20	,0.03	,Alipay service fee
2018-03-15 19:04:19,2018031521001001290534087571	,137920410415190414	,19.90	,3.15	,USD,6.32330000	,Tmall Global Commission,0.36	,0.06	,Tmall Global Commission
2018-03-15 19:04:19,2018031521001001290534087571	,137920410415190414	,19.90	,3.15	,USD,6.32330000	,Juhuasuan Overseas Commission,0.28	,0.04	,Juhuasuan Overseas Commission
2018-03-15 19:06:55,2018031521001001020537478304	,136299221312539381	,99.50	,15.74	,USD,6.32330000	,Tmall Logisitic,10.59	,1.67	,菜鸟-保税_进口关税(商家){LP00096406531564}_2604839566
2018-03-15 19:06:55,2018031521001001020537478304	,136299221312539381	,99.50	,15.74	,USD,6.32330000	,Tmall Global Commission,1.78	,0.28	,Tmall Global Commission
2018-03-15 19:06:55,2018031521001001020537478304	,136299221312539381	,99.50	,15.74	,USD,6.32330000	,Juhuasuan Overseas Commission,1.42	,0.22	,Juhuasuan Overseas Commission
2018-03-15 19:06:55,2018031521001001020537478304	,136299221312539381	,99.50	,15.74	,USD,6.32330000	,Tmall Logisitic,16.00	,2.53	,菜鸟-保税_服务费用(商家){LP00096406531564}_2604839566
2018-03-15 19:06:55,2018031521001001020537478304	,136299221312539381	,99.50	,15.74	,USD,6.32330000	,Alipay commission,1.00	,0.16	,Alipay service fee
2018-03-15 19:11:21,2018031521001001350554764389	,136330048005233293	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,2.12	,0.34	,菜鸟-保税_进口关税(商家){LP00092534133541}_2604839566
2018-03-15 19:11:21,2018031521001001350554764389	,136330048005233293	,19.90	,3.15	,USD,6.32330000	,Alipay commission,0.20	,0.03	,Alipay service fee
2018-03-15 19:11:21,2018031521001001350554764389	,136330048005233293	,19.90	,3.15	,USD,6.32330000	,Tmall Global Commission,0.36	,0.06	,Tmall Global Commission
2018-03-15 19:11:21,2018031521001001350554764389	,136330048005233293	,19.90	,3.15	,USD,6.32330000	,Juhuasuan Overseas Commission,0.28	,0.04	,Juhuasuan Overseas Commission
2018-03-15 19:11:21,2018031521001001350554764389	,136330048005233293	,19.90	,3.15	,USD,6.32330000	,Tmall Logisitic,13.00	,2.06	,菜鸟-保税_服务费用(商家){LP00092534133541}_2604839566
2018-03-15 19:21:11,2018031521001001020535957939	,136304401332602497	,14.90	,2.36	,USD,6.32330000	,Tmall Global Commission,0.26	,0.04	,Tmall Global Commission
2018-03-15 19:21:11,2018031521001001020535957939	,136304401332602497	,14.90	,2.36	,USD,6.32330000	,Alipay commission,0.15	,0.02	,Alipay service fee
